layer,strategy,group_size,quantized_side,certificate_type,valid_tiles,actual_sparsity,naive_mismatch_rate,false_drop_rate,false_keep_rate,refinement_rate,certimask_exact_match_rate,certificate_violations,bound_p50,bound_p90,bound_p99,margin_over_bound_p50,margin_over_bound_p90,score_error_p50,score_error_p90,score_error_p99,rho_p50,rho_p90,rho_p99,rho_max,refinement_reduction_vs_baseline,naive_mismatch_reduction_vs_baseline
7,k_only_per_group_g4_coordinate_analytic,4,k_only,analytic,29120,0.8658653846153846,0.01507554945054945,3.434065934065934e-05,0.015041208791208792,0.05188873626373627,1.0,0,0.11934909224510193,0.15465529263019562,0.1841019243001938,22.9913387298584,48.32477951049805,0.004067897796630859,0.010647963732481003,0.017963791266083717,28.86664581298828,152.4508056640625,1553.54541015625,151956848640.0,0.1618818681318681,0.007520604395604395
9,baseline_per_vector_qk_coordinate_analytic,0,qk,analytic,29120,0.8658653846153846,0.025412087912087912,0.004910714285714286,0.020501373626373626,0.2830357142857143,1.0,0,1.324365258216858,1.6063114404678345,1.7600104808807373,1.823742151260376,5.143064975738525,0.07311534881591797,0.18962006270885468,0.310796856880188,17.003494262695312,89.56940460205078,955.3395385742188,140755.828125,0.0,0.0
9,qk_per_group_g32_coordinate_analytic,32,qk,analytic,29120,0.8658653846153846,0.021531593406593406,0.0032623626373626375,0.01826923076923077,0.2157967032967033,1.0,0,0.9305810928344727,1.3025550842285156,1.5933873653411865,2.543872833251953,6.1395721435546875,0.05425691604614258,0.14121532440185547,0.23286940157413483,17.24423599243164,91.00730895996094,963.0729370117188,101818.78125,0.06723901098901097,0.0038804945054945056
9,qk_per_group_g16_coordinate_analytic,16,qk,analytic,29120,0.8658653846153846,0.020673076923076922,0.0033653846153846156,0.01730769230769231,0.16857829670329672,1.0,0,0.6578680872917175,1.0391907691955566,1.2953637838363647,3.4855566024780273,8.291402816772461,0.04822850227355957,0.12379460036754608,0.2029763162136078,14.404580116271973,80.9412612915039,714.347900390625,127371.8125,0.11445741758241756,0.0047390109890109895
9,qk_per_group_g8_coordinate_analytic,8,qk,analytic,29120,0.8658653846153846,0.01971153846153846,0.002232142857142857,0.017479395604395605,0.13317307692307692,1.0,0,0.47162169218063354,0.7466920614242554,0.9341057538986206,4.880539894104004,12.013673782348633,0.03309202194213867,0.08864611387252808,0.15526726841926575,14.727690696716309,78.39106750488281,785.302978515625,208557.390625,0.14986263736263736,0.005700549450549451
9,qk_per_group_g4_coordinate_analytic,4,qk,analytic,29120,0.8658653846153846,0.018440934065934066,0.0014766483516483516,0.016964285714285713,0.10075549450549451,1.0,0,0.29995864629745483,0.5603596568107605,0.7255957126617432,7.252745628356934,17.962825775146484,0.015949249267578125,0.048958394676446915,0.11337228119373322,19.897180557250977,107.3516616821289,1222.60888671875,328219754496.0,0.18228021978021977,0.006971153846153846
9,k_only_per_vector_coordinate_analytic,0,k_only,analytic,29120,0.8658653846153846,0.020947802197802196,0.0026785714285714286,0.01826923076923077,0.21497252747252749,1.0,0,0.9540218710899353,1.260863184928894,1.4302312135696411,2.5054054260253906,7.644877910614014,0.037706613540649414,0.10547137260437012,0.17184579372406006,23.48773193359375,115.95713806152344,1100.4967041015625,1381782913024.0,0.0680631868131868,0.004464285714285716
9,k_only_per_group_g16_coordinate_analytic,16,k_only,analytic,29120,0.8658653846153846,0.018166208791208793,0.0020604395604395605,0.01610576923076923,0.08028846153846154,1.0,0,0.24294070899486542,0.2969358563423157,0.3501160144805908,9.626176834106445,28.166940689086914,0.029191970825195312,0.06747221946716309,0.1030915305018425,8.175158500671387,43.837196350097656,459.0033874511719,180243.21875,0.20274725274725275,0.007245879120879119
9,k_only_per_group_g8_coordinate_analytic,8,k_only,analytic,29120,0.8658653846153846,0.01871565934065934,0.0014423076923076924,0.01727335164835165,0.0698489010989011,1.0,0,0.19262287020683289,0.24670341610908508,0.2941046357154846,12.24825668334961,32.65132522583008,0.018868446350097656,0.05148429796099663,0.07828667759895325,10.00596809387207,62.38348388671875,625.0150146484375,225433141248.0,0.21318681318681318,0.006696428571428572
9,k_only_per_group_g4_coordinate_analytic,4,k_only,analytic,29120,0.8658653846153846,0.017445054945054946,0.0008241758241758242,0.01662087912087912,0.06153846153846154,1.0,0,0.137334942817688,0.22301308810710907,0.260520339012146,16.333873748779297,41.169715881347656,0.008868217468261719,0.028407476842403412,0.06218840181827545,15.951217651367188,87.81934356689453,990.104736328125,217377030144.0,0.22149725274725274,0.007967032967032966
10,baseline_per_vector_qk_coordinate_analytic,0,qk,analytic,29120,0.8658653846153846,0.029532967032967032,0.0052197802197802195,0.024313186813186814,0.3483173076923077,1.0,0,1.0864648818969727,1.3271307945251465,1.4627907276153564,1.5201494693756104,3.9875802993774414,0.06299865245819092,0.16021651029586792,0.2520504295825958,16.488975524902344,87.17926788330078,843.3751831054688,855157.75,0.0,0.0
10,qk_per_group_g32_coordinate_analytic,32,qk,analytic,29120,0.8658653846153846,0.022561813186813186,0.0030563186813186813,0.019505494505494506,0.24326923076923077,1.0,0,0.7056820392608643,0.8336572051048279,0.9311748147010803,2.3163673877716064,6.335743427276611,0.03667402267456055,0.09411782026290894,0.153954416513443,18.4398193359375,97.23648071289062,965.75927734375,107300.921875,0.10504807692307691,0.006971153846153846
10,qk_per_group_g16_coordinate_analytic,16,qk,analytic,29120,0.8658653846153846,0.021085164835164837,0.0026442307692307694,0.018440934065934066,0.18835851648351648,1.0,0,0.5078006982803345,0.6056709289550781,0.7021564841270447,3.1728715896606445,8.868501663208008,0.029914379119873047,0.07545290142297745,0.12622998654842377,16.4744873046875,88.56668090820312,890.4267578125,224517.6875,0.1599587912087912,0.008447802197802196
10,qk_per_group_g8_coordinate_analytic,8,qk,analytic,29120,0.8658653846153846,0.017788461538461538,0.0016483516483516484,0.016140109890109892,0.14241071428571428,1.0,0,0.35341382026672363,0.4334524869918823,0.500751793384552,4.4700117111206055,12.42548942565918,0.016918182373046875,0.04545707255601883,0.08157049119472504,20.718421936035156,110.76614379882812,1067.935302734375,935916.75,0.2059065934065934,0.011744505494505494
10,qk_per_group_g4_coordinate_analytic,4,qk,analytic,29120,0.8658653846153846,0.018887362637362636,0.0007898351648351648,0.018097527472527474,0.1117445054945055,1.0,0,0.2585538625717163,0.32964596152305603,0.36338937282562256,6.263207912445068,16.21377944946289,0.010824084281921387,0.028326891362667084,0.04826992377638817,23.782129287719727,127.72827911376953,1335.9427490234375,680846.6875,0.2365728021978022,0.010645604395604396
10,k_only_per_vector_coordinate_analytic,0,k_only,analytic,29120,0.8658653846153846,0.02489697802197802,0.0026442307692307694,0.022252747252747253,0.25333104395604394,1.0,0,0.7655842304229736,0.9452826380729675,1.033364176750183,2.1948537826538086,5.644527912139893,0.039403676986694336,0.09132837504148483,0.13496102392673492,18.348529815673828,90.5324935913086,915.04296875,92343.875,0.09498626373626373,0.004635989010989012
10,k_only_per_group_g16_coordinate_analytic,16,k_only,analytic,29120,0.8658653846153846,0.019059065934065936,0.001614010989010989,0.017445054945054946,0.09601648351648352,1.0,0,0.20106498897075653,0.2430785447359085,0.2778952419757843,8.229907989501953,21.90481185913086,0.01703023910522461,0.044319771230220795,0.07314606755971909,11.357847213745117,59.758514404296875,588.784912109375,269215.96875,0.25230082417582417,0.010473901098901096
10,k_only_per_group_g8_coordinate_analytic,8,k_only,analytic,29120,0.8658653846153846,0.015281593406593406,0.001201923076923077,0.01407967032967033,0.08155906593406594,1.0,0,0.1554166078567505,0.18840235471725464,0.21016478538513184,10.620044708251953,27.630626678466797,0.010092973709106445,0.029536914080381393,0.05290814861655235,15.128395080566406,82.69076538085938,799.275390625,292927.375,0.26675824175824175,0.014251373626373626
10,k_only_per_group_g4_coordinate_analytic,4,k_only,analytic,29120,0.8658653846153846,0.018543956043956044,0.0005837912087912088,0.017960164835164834,0.07074175824175824,1.0,0,0.12458617985248566,0.15912307798862457,0.1738514006137848,13.566563606262207,33.34600067138672,0.007413387298583984,0.019168280065059662,0.0317893885076046,16.54291534423828,92.02889251708984,905.8446044921875,95347277824.0,0.2775755494505494,0.010989010989010988
11,baseline_per_vector_qk_coordinate_analytic,0,qk,analytic,29120,0.8658653846153846,0.021222527472527473,0.0031593406593406594,0.01806318681318681,0.22417582417582418,1.0,0,1.0297808647155762,1.763994574546814,2.1293108463287354,2.4433674812316895,5.515776634216309,0.05562269687652588,0.15115536749362946,0.2799926698207855,19.55270004272461,104.4085693359375,1066.9656982421875,159966.984375,0.0,0.0
11,qk_per_group_g32_coordinate_analytic,32,qk,analytic,29120,0.8658653846153846,0.020260989010989012,0.0022664835164835167,0.017994505494505493,0.1683379120879121,1.0,0,0.732395350933075,1.0735806226730347,1.3267850875854492,3.550227165222168,8.38089656829834,0.03715324401855469,0.10203180462121964,0.18423956632614136,19.91879653930664,107.36875915527344,1028.66552734375,121475.2109375,0.055837912087912084,0.0009615384615384616
11,qk_per_group_g16_coordinate_analytic,16,qk,analytic,29120,0.8658653846153846,0.019196428571428573,0.0015796703296703297,0.01761675824175824,0.1311813186813187,1.0,0,0.5336564779281616,0.8459346294403076,1.0551050901412964,4.8428192138671875,11.019482612609863,0.030451536178588867,0.08821219205856323,0.16327115893363953,17.752281188964844,97.46151733398438,1006.0675048828125,1119755.875,0.0929945054945055,0.002026098901098901
11,qk_per_group_g8_coordinate_analytic,8,qk,analytic,29120,0.8658653846153846,0.01730769230769231,0.0009615384615384616,0.016346153846153847,0.10710851648351648,1.0,0,0.4024563729763031,0.6429714560508728,0.7841861248016357,6.404132843017578,14.62301254272461,0.02041339874267578,0.05880260095000267,0.11400741338729858,20.117145538330078,108.95182037353516,1145.21923828125,509659840512.0,0.1170673076923077,0.003914835164835165
11,qk_per_group_g4_coordinate_analytic,4,qk,analytic,29120,0.8658653846153846,0.016964285714285713,0.0006524725274725274,0.016311813186813188,0.0898695054945055,1.0,0,0.3123668134212494,0.4784541130065918,0.5714085698127747,8.352899551391602,19.32421112060547,0.013780593872070312,0.037991806864738464,0.0712367370724678,23.051578521728516,126.17068481445312,1260.4505615234375,818896.5,0.1343063186813187,0.0042582417582417605
11,k_only_per_vector_coordinate_analytic,0,k_only,analytic,29120,0.8658653846153846,0.016929945054945054,0.0013049450549450549,0.015625,0.1534684065934066,1.0,0,0.6593562960624695,0.9594815969467163,1.1754016876220703,3.9171833992004395,9.334503173828125,0.018898487091064453,0.05325450748205185,0.08443812280893326,36.510013580322266,208.420166015625,2111.498291015625,690625642496.0,0.07070741758241758,0.00429258241758242
11,k_only_per_group_g16_coordinate_analytic,16,k_only,analytic,29120,0.8658653846153846,0.018131868131868133,0.0006524725274725274,0.017479395604395605,0.06476648351648352,1.0,0,0.18283087015151978,0.256491094827652,0.29591450095176697,14.653075218200684,34.73560333251953,0.011259198188781738,0.02819838374853134,0.05563287436962128,16.624114990234375,86.33786010742188,812.7268676757812,224172392448.0,0.15940934065934065,0.00309065934065934
11,k_only_per_group_g8_coordinate_analytic,8,k_only,analytic,29120,0.8658653846153846,0.018166208791208793,0.0004464285714285714,0.01771978021978022,0.06167582417582418,1.0,0,0.1629108190536499,0.23573818802833557,0.2794967591762543,16.545833587646484,38.7274169921875,0.008368968963623047,0.02204723283648491,0.03710663318634033,19.787925720214844,108.76531982421875,1123.688720703125,132247601152.0,0.1625,0.003056318681318681
11,k_only_per_group_g4_coordinate_analytic,4,k_only,analytic,29120,0.8658653846153846,0.016380494505494506,0.00020604395604395604,0.01617445054945055,0.057348901098901096,1.0,0,0.13961350917816162,0.20455484092235565,0.24401599168777466,19.106914520263672,44.448909759521484,0.006034135818481445,0.01640911027789116,0.027414172887802124,23.93703842163086,130.62100219726562,1233.85107421875,179709886464.0,0.1668269230769231,0.004842032967032967
13,baseline_per_vector_qk_coordinate_analytic,0,qk,analytic,29120,0.8658653846153846,0.020913461538461537,0.0023695054945054943,0.018543956043956044,0.2251717032967033,1.0,0,1.0193908214569092,1.2462795972824097,1.3862227201461792,2.377178192138672,5.4902825355529785,0.053820013999938965,0.1354580819606781,0.21688316762447357,18.612384796142578,99.16297149658203,976.1630249023438,2679410.75,0.0,0.0
13,qk_per_group_g32_coordinate_analytic,32,qk,analytic,29120,0.8658653846153846,0.0196771978021978,0.001407967032967033,0.01826923076923077,0.15892857142857142,1.0,0,0.7124912738800049,0.8450185656547546,0.9356988072395325,3.461103916168213,7.843875408172607,0.03633701801300049,0.09203353524208069,0.152084618806839,18.90302085876465,97.70295715332031,981.8765258789062,845753.1875,0.06624313186813188,0.0012362637362637353
13,qk_per_group_g16_coordinate_analytic,16,qk,analytic,29120,0.8658653846153846,0.019539835164835165,0.0013049450549450549,0.01823489010989011,0.1255837912087912,1.0,0,0.546498715877533,0.6479642391204834,0.7218695878982544,4.528397560119629,10.196515083312988,0.031098246574401855,0.0787205919623375,0.13081248104572296,16.96511459350586,89.25653076171875,928.9329223632812,94400.21875,0.0995879120879121,0.0013736263736263722
13,qk_per_group_g8_coordinate_analytic,8,qk,analytic,29120,0.8658653846153846,0.018887362637362636,0.0009271978021978022,0.017960164835164834,0.09996565934065935,1.0,0,0.40588319301605225,0.488154798746109,0.5580528974533081,6.150146484375,13.720765113830566,0.020367443561553955,0.05196768045425415,0.08735859394073486,19.102651596069336,102.17066955566406,1038.245361328125,453005.21875,0.12520604395604396,0.002026098901098901
13,qk_per_group_g4_coordinate_analytic,4,qk,analytic,29120,0.8658653846153846,0.01833791208791209,0.0005494505494505495,0.017788461538461538,0.08296703296703296,1.0,0,0.3133525848388672,0.38626009225845337,0.4489557445049286,7.955041408538818,17.80674171447754,0.013088226318359375,0.03565375506877899,0.0674336776137352,22.90595054626465,124.75397491455078,1305.1727294921875,612292.3125,0.14220467032967032,0.0025755494505494483
13,k_only_per_vector_coordinate_analytic,0,k_only,analytic,29120,0.8658653846153846,0.015968406593406592,0.001407967032967033,0.01456043956043956,0.11943681318681319,1.0,0,0.4993950426578522,0.6369588375091553,0.729185163974762,4.8326921463012695,11.168801307678223,0.025119870901107788,0.06255253404378891,0.09577055275440216,18.885364532470703,96.88064575195312,953.1866455078125,232237.4375,0.10573489010989011,0.004945054945054945
13,k_only_per_group_g16_coordinate_analytic,16,k_only,analytic,29120,0.8658653846153846,0.018543956043956044,0.0007554945054945055,0.017788461538461538,0.06304945054945055,1.0,0,0.19569145143032074,0.24084129929542542,0.26792535185813904,12.757928848266602,28.76144027709961,0.0162784606218338,0.04179560765624046,0.06484907865524292,11.60788345336914,65.71492767333984,648.6778564453125,453854.71875,0.16212225274725275,0.002369505494505493
13,k_only_per_group_g8_coordinate_analytic,8,k_only,analytic,29120,0.8658653846153846,0.01871565934065934,0.0004464285714285714,0.01826923076923077,0.05872252747252747,1.0,0,0.16847845911979675,0.20746482908725739,0.2410450130701065,14.720318794250488,33.38490676879883,0.009385347366333008,0.024823473766446114,0.04270230233669281,17.14261245727539,92.38451385498047,907.0537719726562,194093072384.0,0.16644917582417584,0.002197802197802197
13,k_only_per_group_g4_coordinate_analytic,4,k_only,analytic,29120,0.8658653846153846,0.019505494505494506,0.0004120879120879121,0.019093406593406595,0.05473901098901099,1.0,0,0.1431184560060501,0.17970876395702362,0.20796740055084229,17.28666114807129,39.39918899536133,0.0071370601654052734,0.0186186321079731,0.03765460476279259,19.40043067932129,98.23670196533203,936.2406616210938,134050070528.0,0.1704326923076923,0.0014079670329670314
14,baseline_per_vector_qk_coordinate_analytic,0,qk,analytic,29120,0.8658653846153846,0.021737637362637362,0.0029876373626373624,0.01875,0.24031593406593407,1.0,0,0.9635108709335327,1.1736764907836914,1.29808509349823,2.207897663116455,4.707376480102539,0.05045652389526367,0.13083647191524506,0.21497246623039246,18.53696632385254,99.50613403320312,824.3300170898438,216696.125,0.0,0.0
14,qk_per_group_g32_coordinate_analytic,32,qk,analytic,29120,0.8658653846153846,0.020879120879120878,0.0019574175824175824,0.018921703296703295,0.16723901098901098,1.0,0,0.6337398290634155,0.7652634382247925,0.8532608151435852,3.387086868286133,7.222006320953369,0.03094029426574707,0.07801317423582077,0.12621347606182098,19.73786163330078,104.60018157958984,1040.19775390625,1135827.25,0.0730769230769231,0.0008585164835164839
14,qk_per_group_g16_coordinate_analytic,16,qk,analytic,29120,0.8658653846153846,0.01981456043956044,0.0013392857142857143,0.018475274725274726,0.1337912087912088,1.0,0,0.4745240807533264,0.5628261566162109,0.6641879081726074,4.477707862854004,9.706489562988281,0.024509072303771973,0.060778141021728516,0.09902197122573853,18.923351287841797,104.66144561767578,1072.0142822265625,247009.65625,0.10652472527472528,0.0019230769230769232
14,qk_per_group_g8_coordinate_analytic,8,qk,analytic,29120,0.8658653846153846,0.019471153846153846,0.0008585164835164835,0.018612637362637362,0.10291895604395604,1.0,0,0.3419490158557892,0.4108572006225586,0.4604187309741974,6.320761680603027,13.544090270996094,0.015271186828613281,0.0393097847700119,0.06559918075799942,21.73968505859375,113.55915069580078,1153.6229248046875,441942.65625,0.13739697802197803,0.0022664835164835154
14,qk_per_group_g4_coordinate_analytic,4,qk,analytic,29120,0.8658653846153846,0.019574175824175824,0.0006524725274725274,0.018921703296703295,0.0875,1.0,0,0.26998400688171387,0.32039111852645874,0.3650217056274414,7.9577836990356445,17.0197811126709,0.01152503490447998,0.03134350851178169,0.05698172748088837,22.867490768432617,122.38721466064453,1251.3275146484375,302126268416.0,0.15281593406593408,0.0021634615384615377
14,k_only_per_vector_coordinate_analytic,0,k_only,analytic,29120,0.8658653846153846,0.018818681318681318,0.0018887362637362637,0.016929945054945054,0.1637706043956044,1.0,0,0.6255403757095337,0.8757835030555725,0.9743126034736633,3.3732175827026367,7.372085094451904,0.0291367769241333,0.07599087059497833,0.12175559997558594,20.157207489013672,112.49969482421875,1113.8087158203125,235485.359375,0.07654532967032968,0.002918956043956044
14,k_only_per_group_g16_coordinate_analytic,16,k_only,analytic,29120,0.8658653846153846,0.019883241758241757,0.0007898351648351648,0.019093406593406595,0.0733173076923077,1.0,0,0.2028276026248932,0.2599281668663025,0.29801705479621887,10.735062599182129,23.29924964904785,0.014565467834472656,0.03713063895702362,0.05698557570576668,13.40872859954834,69.58667755126953,672.5226440429688,90572.8046875,0.1669986263736264,0.0018543956043956047
14,k_only_per_group_g8_coordinate_analytic,8,k_only,analytic,29120,0.8658653846153846,0.018200549450549452,0.0005151098901098901,0.01768543956043956,0.0648695054945055,1.0,0,0.16025924682617188,0.20417572557926178,0.23454149067401886,13.443552017211914,29.05175018310547,0.009614944458007812,0.02711852639913559,0.04088875278830528,16.364505767822266,95.0239486694336,887.6196899414062,457096.90625,0.17544642857142856,0.00353708791208791
14,k_only_per_group_g4_coordinate_analytic,4,k_only,analytic,29120,0.8658653846153846,0.01864697802197802,0.00030906593406593405,0.01833791208791209,0.05710851648351648,1.0,0,0.12850089371204376,0.1531989872455597,0.16705425083637238,16.99673080444336,36.18852615356445,0.007459402084350586,0.021381281316280365,0.034944914281368256,16.845439910888672,90.48641204833984,870.881591796875,141785104384.0,0.1832074175824176,0.00309065934065934
15,baseline_per_vector_qk_coordinate_analytic,0,qk,analytic,29120,0.8658653846153846,0.021462912087912088,0.003125,0.01833791208791209,0.22249313186813185,1.0,0,0.9178136587142944,1.3485904932022095,1.754798173904419,2.397742986679077,5.417649269104004,0.05656790733337402,0.14654287695884705,0.2552131712436676,16.859905242919922,90.25495910644531,780.3157958984375,122569.3984375,0.0,0.0
15,qk_per_group_g32_coordinate_analytic,32,qk,analytic,29120,0.8658653846153846,0.020467032967032967,0.0014766483516483516,0.018990384615384614,0.15,1.0,0,0.5747089385986328,0.874592125415802,1.1030638217926025,3.8699283599853516,8.547555923461914,0.030924677848815918,0.08271999657154083,0.1511741280555725,19.178510665893555,104.31250762939453,1033.0179443359375,302050.0625,0.07249313186813186,0.0009958791208791208
15,qk_per_group_g16_coordinate_analytic,16,qk,analytic,29120,0.8658653846153846,0.019024725274725273,0.0011675824175824176,0.017857142857142856,0.1207760989010989,1.0,0,0.43056124448776245,0.6223829984664917,0.8026902675628662,5.280873775482178,11.743330955505371,0.023922204971313477,0.0648399367928505,0.11588780581951141,18.39597511291504,101.12622833251953,1001.0376586914062,569614.6875,0.10171703296703295,0.002438186813186815
15,qk_per_group_g8_coordinate_analytic,8,qk,analytic,29120,0.8658653846153846,0.017410714285714286,0.0007211538461538462,0.01668956043956044,0.10319368131868131,1.0,0,0.3383200764656067,0.4856567084789276,0.6381282806396484,6.730661392211914,14.938945770263672,0.01710224151611328,0.044976089149713516,0.07503705471754074,20.473342895507812,110.13492584228516,1058.32958984375,203530.96875,0.11929945054945054,0.004052197802197802
15,qk_per_group_g4_coordinate_analytic,4,qk,analytic,29120,0.8658653846153846,0.0167239010989011,0.0006181318681318681,0.01610576923076923,0.08708791208791208,1.0,0,0.26471269130706787,0.3711874186992645,0.4854990243911743,8.65375804901123,19.435482025146484,0.011860847473144531,0.03180842101573944,0.06081485003232956,22.90032958984375,125.20877838134766,1288.1845703125,159090.796875,0.13540521978021977,0.0047390109890109895
15,k_only_per_vector_coordinate_analytic,0,k_only,analytic,29120,0.8658653846153846,0.020501373626373626,0.0019574175824175824,0.018543956043956044,0.15230082417582416,1.0,0,0.6072772145271301,0.9683597683906555,1.2482982873916626,3.6837663650512695,8.146380424499512,0.03477787971496582,0.08551468700170517,0.14632748067378998,16.802501678466797,80.8781967163086,794.3934326171875,125873.578125,0.07019230769230769,0.0009615384615384616
15,k_only_per_group_g16_coordinate_analytic,16,k_only,analytic,29120,0.8658653846153846,0.018956043956043955,0.0005837912087912088,0.018372252747252748,0.06844093406593407,1.0,0,0.17808905243873596,0.26541557908058167,0.3203856945037842,12.76865291595459,28.31463623046875,0.013637781143188477,0.03919529542326927,0.07883845269680023,13.042951583862305,68.03304290771484,621.126708984375,202125.984375,0.15405219780219778,0.0025068681318681334
15,k_only_per_group_g8_coordinate_analytic,8,k_only,analytic,29120,0.8658653846153846,0.016826923076923076,0.00037774725274725276,0.016449175824175825,0.0625,1.0,0,0.146479532122612,0.22501446306705475,0.2721235156059265,15.399948120117188,34.24628829956055,0.009787559509277344,0.027169108390808105,0.04587172716856003,15.399860382080078,82.9131088256836,877.4197387695312,165710.921875,0.15999313186813185,0.004635989010989012
